,c,g1,g2,v
1153,2,191631,192449,MFLAFM_05685
1154,2,192510,194327,MFLAFM_05690
1155,2,194551,195657,MFLAFM_05695
1156,2,195788,196465,MFLAFM_05700
1157,2,196468,197568,MFLAFM_05705
1158,2,197682,199028,MFLAFM_05710
1159,2,199038,199928,MFLAFM_05715
1160,2,200054,200839,MFLAFM_05720
1161,2,200872,201744,MFLAFM_05725
1162,2,201731,202141,MFLAFM_05730
1163,2,202417,203016,MFLAFM_05735
1164,2,203137,205212,MFLAFM_05740
1165,2,205325,205474,MFLAFM_05745
1166,2,205629,206222,MFLAFM_05750
1167,2,206234,207697,MFLAFM_05755
1168,2,207878,208864,MFLAFM_05760
1169,2,208864,209193,MFLAFM_05765
1170,2,209190,209813,MFLAFM_05770
1171,2,209865,210839,MFLAFM_05775
1172,2,210811,211881,MFLAFM_05780
1173,2,211895,212206,MFLAFM_05785
1174,2,212196,212630,MFLAFM_05790
1175,2,212617,212916,MFLAFM_05795
1176,2,212957,213331,MFLAFM_05800
1177,2,213564,214088,MFLAFM_05805
1178,2,214075,214172,MFLAFMFMJG_160
1179,2,214247,215338,MFLAFM_05810
1180,2,215358,216704,MFLAFM_05815
1181,2,216697,218169,MFLAFM_05820
1182,2,218534,218920,MFLAFM_05825
1183,2,219078,219908,MFLAFM_05830
1184,2,219972,220190,MFLAFM_05835
1185,2,220204,220785,MFLAFM_05840
1186,2,220890,221951,MFLAFM_05845
1187,2,221977,222534,MFLAFM_05850
1188,2,223008,223472,MFLAFM_05855
1189,2,223472,224827,MFLAFM_05860
1190,2,224842,225204,MFLAFM_05865
1191,2,225264,225653,MFLAFM_05870
1192,2,225670,227007,MFLAFM_05875
1193,2,227000,227230,MFLAFM_05880
1194,2,227208,228089,MFLAFM_05885
1195,2,228521,228973,MFLAFM_05890
1196,2,228989,230668,MFLAFM_05895
1197,2,230819,232240,MFLAFM_05900
1198,2,232256,233248,MFLAFM_05905
1199,2,233248,234231,MFLAFM_05910
1200,2,234244,235518,MFLAFM_05915
1201,2,235698,235796,MFLAFM_05920
1202,2,235869,236306,MFLAFM_05925
1203,2,236320,237300,MFLAFM_05930
1204,2,237427,237519,MFLAFM_05935
1205,2,237869,239002,MFLAFM_05940
1206,2,239070,240476,MFLAFM_05945
1207,2,240792,242009,MFLAFM_05950
1208,2,242476,242847,MFLAFM_05955
1209,2,243041,244060,MFLAFM_05960
1210,2,244076,245725,MFLAFM_05965
1211,2,245807,246673,MFLAFM_05970
1212,2,246903,248387,MFLAFM_05975
1213,2,248700,249620,MFLAFM_05980
1214,2,249723,250538,MFLAFM_05985
1215,2,250680,251435,MFLAFM_05990
1216,2,251451,251699,MFLAFM_05995
1217,2,251915,252823,MFLAFM_06000
1218,2,252905,253447,MFLAFM_06005
1219,2,253552,254001,MFLAFM_06010
1220,2,254050,254937,MFLAFM_06015
1221,2,255015,255521,MFLAFM_06020
1222,2,255589,256344,MFLAFM_06025
1223,2,256337,256879,MFLAFM_06030
1224,2,256872,257609,MFLAFM_06035
1225,2,257742,258467,MFLAFM_06040
1226,2,258448,260199,MFLAFM_06045
1227,2,260443,261369,MFLAFM_06050
1228,2,261362,263524,MFLAFM_06055
1229,2,263614,264519,MFLAFM_06060
1230,2,264575,265471,MFLAFM_06065
1231,2,265547,265801,MFLAFM_06070
1232,2,265942,266898,MFLAFM_06075
1233,2,267104,267238,MFLAFMFMJG_156
1234,2,267300,267845,MFLAFM_06080
1235,2,267951,268199,MFLAFM_06085
1236,2,268307,269260,MFLAFM_06090
1237,2,269250,270629,MFLAFM_06095
1238,2,270782,272242,MFLAFM_06100
1239,2,272644,273630,MFLAFM_06105
1240,2,273745,274713,MFLAFM_06110
1241,2,274790,275449,MFLAFM_06115
1242,2,276161,277336,MFLAFM_06120
1243,2,277558,278868,MFLAFM_06125
1244,2,278885,279883,MFLAFM_06130
1245,2,280054,280326,MFLAFM_06135
1246,2,280757,281329,MFLAFM_06140
1247,2,281332,282057,MFLAFM_06145
1248,2,282059,283018,MFLAFM_06150
1249,2,283110,283559,MFLAFM_06155
1250,2,283768,283968,MFLAFM_06160
1251,2,284354,285520,MFLAFM_06165
1252,2,285546,286610,MFLAFM_06170
1253,2,286620,287918,MFLAFM_06175
1254,2,287925,289169,MFLAFM_06180
1255,2,289171,289758,MFLAFM_06185
1256,2,289748,290335,MFLAFM_06190
1257,2,290389,291087,MFLAFM_06195
1258,2,291423,291740,MFLAFM_06200
1259,2,291984,293126,MFLAFM_06205
1260,2,293131,294333,MFLAFM_06210
1261,2,294320,295291,MFLAFM_06215
1262,2,295315,298008,MFLAFM_06220
1263,2,298330,299622,MFLAFM_06225
1264,2,299950,300636,MFLAFM_06230
1265,2,300626,301285,MFLAFM_06235
1266,2,301290,301631,MFLAFM_06240
1267,2,302197,304380,MFLAFM_06245
1268,2,304377,305003,MFLAFM_06250
1269,2,305492,305893,MFLAFM_06255
1270,2,305886,306449,MFLAFM_06260
1271,2,306463,306807,MFLAFM_06265
1272,2,306870,307249,MFLAFM_06270
1273,2,306908,307024,MFLAFM_06275
1274,2,307458,308603,MFLAFM_06280
1275,2,308687,309019,MFLAFM_06285
1276,2,309225,310565,MFLAFM_06290
1277,2,310869,314309,MFLAFM_06295
1278,2,314329,315207,MFLAFM_06300
1279,2,315683,316801,MFLAFM_06305
1280,2,316896,317936,MFLAFM_06310
1281,2,317967,319289,MFLAFM_06315
1282,2,319445,320836,MFLAFM_06320
1283,2,321234,353108,MFLAFM_06325
1284,2,353167,353568,MFLAFM_06330
1285,2,353764,354146,MFLAFM_06335
1286,2,353971,354102,MFLAFM_06340
1287,2,354167,354871,MFLAFM_06345
1288,2,355322,355573,MFLAFM_06350
1289,2,355611,356735,MFLAFM_06355
1290,2,356751,357188,MFLAFM_06360
1291,2,357612,358568,MFLAFM_06365
1292,2,358768,359247,MFLAFM_06370
1293,2,359262,360101,MFLAFM_06375
1294,2,360187,360720,MFLAFM_06380
1295,2,360713,361141,MFLAFM_06385
1296,2,361153,361653,MFLAFM_06390
1297,2,361653,361874,MFLAFM_06395
1298,2,362066,363556,MFLAFM_06400
1299,2,363956,364465,MFLAFM_06405
1300,2,364477,365547,MFLAFM_06410
1301,2,365005,365179,MFLAFM_06415
1302,2,365564,366178,MFLAFM_06420
1303,2,366192,366372,MFLAFM_06425
1304,2,366295,366495,MFLAFM_06430
1305,2,366966,367625,MFLAFM_06435
1306,2,367622,368977,MFLAFM_06440
1307,2,369261,372059,MFLAFM_06445
1308,2,372073,373341,MFLAFM_06450
1309,2,373921,374730,MFLAFM_06455
1310,2,374759,374962,MFLAFM_06460
1311,2,375143,375934,MFLAFM_06465
1312,2,375948,377834,MFLAFM_06470
1313,2,378059,379402,MFLAFM_06475
1314,2,379475,380611,MFLAFM_06480
1315,2,380643,381266,MFLAFM_06485
1316,2,381291,381560,MFLAFM_06490
1317,2,381723,382031,MFLAFM_06495
1318,2,382202,382402,MFLAFM_06500
1319,2,382599,383000,MFLAFM_06505
1320,2,383240,384505,MFLAFM_06510
1321,2,384495,385580,MFLAFM_06515
1322,2,385585,386736,MFLAFM_06520
1323,2,386879,387598,MFLAFM_06525
1324,2,387625,388347,MFLAFM_06530
1325,2,388344,389231,MFLAFM_06535
1326,2,389233,390222,MFLAFM_06540
1327,2,390286,391491,MFLAFM_06545
1328,2,391573,391748,MFLAFMFMJG_159
1329,2,392553,394154,MFLAFM_06550
1330,2,394301,395203,MFLAFM_06555
1331,2,396178,397161,MFLAFM_06560
1332,2,397352,398278,MFLAFM_06565
1333,2,398280,399197,MFLAFM_06570
1334,2,399244,400095,MFLAFM_06575
1335,2,400102,400743,MFLAFM_06580
1336,2,400883,402697,MFLAFM_06585
1337,2,402902,403246,MFLAFM_06590
1338,2,403550,404536,MFLAFM_06595
1339,2,404529,405359,MFLAFM_06600
1340,2,405343,406119,MFLAFM_06605
1341,2,406112,406813,MFLAFM_06610
1342,2,406937,407410,MFLAFM_06615
1343,2,407458,408225,MFLAFM_06620
1344,2,408455,409201,MFLAFM_06625
1345,2,409490,410749,MFLAFM_06630
1346,2,410768,412030,MFLAFM_06635
1347,2,412352,413080,MFLAFM_06640
1348,2,413073,414287,MFLAFM_06645
1349,2,414280,414915,MFLAFM_06650
1350,2,414912,415694,MFLAFM_06655
1351,2,415696,416694,MFLAFM_06660
1352,2,416700,417266,MFLAFM_06665
1353,2,417263,418669,MFLAFM_06670
1354,2,419161,420192,MFLAFM_06675
1355,2,420357,421448,MFLAFM_06680
1356,2,421585,422847,MFLAFM_06685
1357,2,422992,423180,MFLAFM_06690
1358,2,423268,424251,MFLAFM_06695
1359,2,424388,424897,MFLAFM_06700
1360,2,425100,427622,MFLAFM_06705
1361,2,428103,429251,MFLAFM_06710
1362,2,429446,430297,MFLAFM_06715
1363,2,430797,432257,MFLAFM_06720
1364,2,432507,434909,MFLAFM_06725
1365,2,434909,436900,MFLAFM_06730
1366,2,437106,437714,MFLAFM_06735
1367,2,437849,438097,MFLAFM_06740
1368,2,438090,438386,MFLAFM_06745
1369,2,438593,439060,MFLAFM_06750
1370,2,439240,441945,MFLAFM_06755
1371,2,442366,442617,MFLAFM_06760
1372,2,442892,444538,MFLAFM_06765
1373,2,444741,445103,MFLAFM_06770
1374,2,445174,448203,MFLAFM_06775
1375,2,448207,449328,MFLAFM_06780
1376,2,449452,449919,MFLAFM_06785
1377,2,450098,450385,MFLAFM_06790
1378,2,450618,452606,MFLAFM_06795
1379,2,452727,452966,MFLAFM_06800
1380,2,453103,453339,MFLAFM_06805
1381,2,453479,454102,MFLAFM_06810
1382,2,454344,454427,MFLAFM_06815
1383,2,454482,455345,MFLAFM_06820
1384,2,455520,456497,MFLAFM_06825
1385,2,456654,456923,MFLAFM_06830
1386,2,457377,457526,MFLAFM_06835
1387,2,457617,459134,MFLAFM_06840
1388,2,459338,460792,MFLAFM_06845
1389,2,461010,461324,MFLAFM_06850
1390,2,461617,462420,MFLAFM_06855
1391,2,462478,463392,MFLAFM_06860
1392,2,463394,464455,MFLAFM_06865
1393,2,464461,465741,MFLAFM_06870
1394,2,465932,467314,MFLAFM_06875
1395,2,467368,467952,MFLAFM_06880
1396,2,468274,469128,MFLAFM_06885
1397,2,469273,469806,MFLAFM_06890
1398,2,469945,470133,MFLAFM_06895
1399,2,470246,470848,MFLAFM_06900
1400,2,470845,471936,MFLAFM_06905
1401,2,471940,472671,MFLAFM_06910
1402,2,472640,473539,MFLAFM_06915
1403,2,473723,475240,MFLAFM_06920
1404,2,475261,475458,MFLAFM_06925
1405,2,475728,476753,MFLAFM_06930
1406,2,477297,477491,MFLAFM_06935
1407,2,477557,477850,MFLAFM_06940
1408,2,477932,478168,MFLAFM_06945
1409,2,478214,478465,MFLAFM_06950
1410,2,478593,478697,MFLAFM_06955
1411,2,479208,479393,MFLAFM_06960
1412,2,480627,480833,MFLAFM_06965
1413,2,481127,481339,MFLAFM_06970
1414,2,481326,481454,MFLAFM_06975
1415,2,482728,484068,MFLAFM_06980
1416,2,484087,484455,MFLAFM_06985
1417,2,484698,485936,MFLAFM_06990
1418,2,485955,487193,MFLAFM_06995
1419,2,487305,487781,MFLAFM_07000
1420,2,488003,488236,MFLAFM_07005
1421,2,488251,489186,MFLAFM_07010
1422,2,489204,490121,MFLAFM_07015
1423,2,490268,491941,MFLAFM_07020
1424,2,492099,493595,MFLAFM_07025
1425,2,493724,494542,MFLAFM_07030
1426,2,495017,495550,MFLAFM_07035
1427,2,495565,497574,MFLAFM_07040
1428,2,497587,500205,MFLAFM_07045
1429,2,500508,500999,MFLAFM_07050
1430,2,501026,501391,MFLAFM_07055
1431,2,501392,502936,MFLAFM_07060
1432,2,503070,503363,MFLAFM_07065
1433,2,503457,504323,MFLAFM_07070
1434,2,504324,506084,MFLAFM_07075
1435,2,506224,507021,MFLAFM_07080
1436,2,507195,507410,MFLAFM_07085
1437,2,507604,507694,MFLAFM_07090
1438,2,507707,509266,MFLAFM_07095
1439,2,509620,510663,MFLAFM_07100
1440,2,510828,511979,MFLAFM_07105
1441,2,512203,512781,MFLAFM_07110
1442,2,512815,513207,MFLAFM_07115
1443,2,513226,514053,MFLAFM_07120
1444,2,514158,514862,MFLAFM_07125
1445,2,514862,516148,MFLAFM_07130
1446,2,516148,517413,MFLAFM_07135
1447,2,517444,518157,MFLAFM_07140
1448,2,518162,520528,MFLAFM_07145
1449,2,520785,522458,MFLAFM_07150
1450,2,522694,524790,MFLAFM_07155
1451,2,525159,525428,MFLAFM_07160
1452,2,525543,526514,MFLAFM_07165
1453,2,526529,527446,MFLAFM_07170
1454,2,527615,527965,MFLAFM_07175
1455,2,528351,530468,MFLAFM_07180
1456,2,530473,530790,MFLAFM_07185
1457,2,530787,531071,MFLAFM_07190
1458,2,531092,532267,MFLAFM_07195
1459,2,532288,532755,MFLAFM_07200
1460,2,533045,537361,MFLAFM_07205
1461,2,537619,539322,MFLAFM_07210
1462,2,539342,540628,MFLAFM_07215
1463,2,540840,541622,MFLAFM_07220
1464,2,541629,542399,MFLAFM_07225
1465,2,542772,543326,MFLAFM_07230
1466,2,543345,544067,MFLAFM_07235
1467,2,544204,545085,MFLAFM_07240
1468,2,545267,546034,MFLAFM_07245
1469,2,546381,547154,MFLAFM_07250
1470,2,547179,548582,MFLAFM_07255
1471,2,548648,549193,MFLAFM_07260
1472,2,549190,550086,MFLAFM_07265
1473,2,550504,551811,MFLAFM_07270
1474,2,551967,554042,MFLAFM_07275
1475,2,554216,555088,MFLAFM_07280
1476,2,555261,556505,MFLAFM_07285
1477,2,556533,557651,MFLAFM_07290
1478,2,557878,558786,MFLAFM_07295
1479,2,558808,559974,MFLAFM_07300
1480,2,560083,560850,MFLAFM_07305
1481,2,560834,561718,MFLAFM_07310
1482,2,562119,564725,MFLAFM_07315
1483,2,564969,565319,MFLAFM_07320
1484,2,565339,565381,MFLAFMFMJG_163
1485,2,565422,566159,MFLAFM_07325
1486,2,566159,566662,MFLAFM_07330
1487,2,566850,567125,MFLAFM_07335
1488,2,567560,568927,MFLAFM_07340
1489,2,568953,569285,MFLAFM_07345
1490,2,569272,570522,MFLAFM_07350
1491,2,570522,574088,MFLAFM_07355
1492,2,574235,574966,MFLAFM_07360
1493,2,575082,575315,MFLAFM_07365
1494,2,575750,576484,MFLAFM_07370
1495,2,576477,577403,MFLAFM_07375
1496,2,577396,578382,MFLAFM_07380
1497,2,578387,578959,MFLAFM_07385
1498,2,579162,581222,MFLAFM_07390
1499,2,581412,583058,MFLAFM_07395
1500,2,583073,583447,MFLAFM_07400
1501,2,583890,584078,MFLAFM_07405
1502,2,584459,585100,MFLAFM_07410
1503,2,585107,585751,MFLAFM_07415
1504,2,585752,586627,MFLAFM_07420
1505,2,586855,588849,MFLAFM_07425
1506,2,588846,589589,MFLAFM_07430
1507,2,589596,590690,MFLAFM_07435
1508,2,590693,592000,MFLAFM_07440
1509,2,591997,592932,MFLAFM_07445
1510,2,592925,593413,MFLAFM_07450
1511,2,593637,593915,MFLAFM_07455
1512,2,594078,595031,MFLAFM_07460
1513,2,595537,597945,MFLAFM_07465
1514,2,597945,599144,MFLAFM_07470
1515,2,599360,599578,MFLAFM_07475
1516,2,599578,600201,MFLAFM_07480
1517,2,600476,602173,MFLAFM_07485
1518,2,602436,602837,MFLAFM_07490
1519,2,603274,603486,MFLAFM_07495
1520,2,603516,604127,MFLAFM_07500
1521,2,604127,604819,MFLAFM_07505
1522,2,604929,608102,MFLAFM_07510
1523,2,608095,609195,MFLAFM_07515
1524,2,609197,610474,MFLAFM_07520
1525,2,610489,611370,MFLAFM_07525
1526,2,611398,612705,MFLAFM_07530
1527,2,612923,613450,MFLAFM_07535
1528,2,613850,614767,MFLAFM_07540
1529,2,614767,615258,MFLAFM_07545
1530,2,615583,615815,MFLAFM_07550
1531,2,615827,616021,MFLAFM_07555
1532,2,616082,616879,MFLAFM_07560
1533,2,617170,619923,MFLAFM_07565
1534,2,620144,620761,MFLAFM_07570
1535,2,620785,621591,MFLAFM_07575
1536,2,621674,621964,MFLAFM_07580
1537,2,621976,622539,MFLAFM_07585
1538,2,622536,623204,MFLAFM_07590
1539,2,623228,624019,MFLAFM_07595
1540,2,624279,625451,MFLAFM_07600
1541,2,625484,626896,MFLAFM_07605
1542,2,627002,628321,MFLAFM_07610
1543,2,628337,629686,MFLAFM_07615
1544,2,629688,630653,MFLAFM_07620
1545,2,630945,633179,MFLAFM_07625
1546,2,633160,633561,MFLAFM_07630
1547,2,633575,634510,MFLAFM_07635
1548,2,634526,634957,MFLAFM_07640
1549,2,635101,636714,MFLAFM_07645
1550,2,636909,637349,MFLAFM_07650
1551,2,637458,638144,MFLAFM_07655
1552,2,638277,638411,MFLAFM_07660
1553,2,638468,638602,MFLAFM_07665
1554,2,638966,639039,MFLAFM_07670
1555,2,639507,639695,MFLAFM_07675
1556,2,639944,640891,MFLAFM_07680
1557,2,641197,641424,MFLAFM_07685
1558,2,641731,643287,MFLAFM_07690
1559,2,643459,644394,MFLAFM_07695
1560,2,644414,645415,MFLAFM_07700
1561,2,645853,646578,MFLAFM_07705
1562,2,646673,647398,MFLAFM_07710
1563,2,647506,648222,MFLAFM_07715
1564,2,648327,648644,MFLAFM_07720
1565,2,648712,648909,MFLAFM_07725
1566,2,648893,649039,MFLAFM_07730
1567,2,649712,650671,MFLAFM_07735
