,c,g1,g2,v
75,1,66854,67171,MFLAFM_00370
76,1,67207,67575,MFLAFM_00375
77,1,67607,67870,MFLAFM_00380
78,1,67894,68103,MFLAFM_00385
79,1,68093,68527,MFLAFM_00390
80,1,68530,69183,MFLAFM_00395
81,1,69207,69560,MFLAFM_00400
82,1,69589,69867,MFLAFM_00405
83,1,69934,70767,MFLAFM_00410
84,1,70800,71075,MFLAFM_00415
85,1,71075,71698,MFLAFM_00420
86,1,71725,72387,MFLAFM_00425
87,1,72415,72723,MFLAFM_00430
88,1,73080,73469,MFLAFM_00435
89,1,73660,74994,MFLAFM_00440
90,1,75108,77243,MFLAFM_00445
91,1,77418,78305,MFLAFM_00450
92,1,78486,79349,MFLAFM_00455
93,1,79604,79873,MFLAFM_00460
94,1,80004,80912,MFLAFM_00465
95,1,81045,81209,MFLAFM_00470
96,1,81454,81771,MFLAFM_00475
97,1,81955,85122,MFLAFM_00480
98,1,85239,86504,MFLAFM_00485
99,1,86893,87144,MFLAFM_00490
100,1,87136,87900,MFLAFM_00495
101,1,88062,88502,MFLAFM_00500
102,1,88495,89706,MFLAFM_00505
103,1,89808,90158,MFLAFM_00510
104,1,90411,90643,MFLAFM_00515
105,1,90735,91757,MFLAFM_00520
106,1,91777,92376,MFLAFM_00525
107,1,92383,92616,MFLAFM_00530
108,1,92622,93068,MFLAFM_00535
109,1,93082,93567,MFLAFM_00540
110,1,93564,94823,MFLAFM_00545
111,1,94886,95380,MFLAFM_00550
112,1,95382,95888,MFLAFM_00555
113,1,95919,96923,MFLAFM_00560
114,1,97093,97698,MFLAFM_00565
115,1,97699,98370,MFLAFM_00570
116,1,98384,99166,MFLAFM_00575
117,1,99455,100252,MFLAFM_00580
118,1,100424,101194,MFLAFM_00585
119,1,101271,101825,MFLAFM_00590
120,1,101946,102887,MFLAFM_00595
121,1,103285,104193,MFLAFM_00600
122,1,104407,105561,MFLAFM_00605
123,1,105778,106683,MFLAFM_00610
124,1,106943,107245,MFLAFM_00615
125,1,107259,107669,MFLAFM_00620
126,1,107666,109381,MFLAFM_00625
127,1,107817,108119,MFLAFM_00630
128,1,109394,109846,MFLAFM_00635
129,1,109839,110528,MFLAFM_00640
130,1,110541,111155,MFLAFM_00645
131,1,111155,111991,MFLAFM_00650
132,1,112044,112128,MFLAFM_00655
133,1,112180,112527,MFLAFM_00660
134,1,112955,113281,MFLAFM_00665
135,1,113345,114088,MFLAFM_00670
136,1,114114,116069,MFLAFM_00675
137,1,116679,117482,MFLAFM_00680
138,1,117483,117915,MFLAFM_00685
139,1,117916,119313,MFLAFM_00690
140,1,119411,120493,MFLAFM_00695
141,1,120741,121163,MFLAFM_00700
142,1,121400,121900,MFLAFM_00705
143,1,122261,123214,MFLAFM_00710
144,1,123306,124430,MFLAFM_00715
145,1,124741,125517,MFLAFM_00720
146,1,125539,125772,MFLAFM_00725
147,1,126000,126473,MFLAFM_00730
148,1,126473,129511,MFLAFM_00735
149,1,130030,130977,MFLAFM_00740
150,1,131110,131907,MFLAFM_00745
151,1,132001,132144,MFLAFM_00750
152,1,132292,132984,MFLAFM_00755
153,1,133009,133746,MFLAFM_00760
154,1,133795,134124,MFLAFM_00765
155,1,134569,135441,MFLAFM_00770
156,1,135828,137207,MFLAFM_00775
157,1,137487,137843,MFLAFM_00780
158,1,137840,138025,MFLAFM_00785
159,1,138121,138309,MFLAFM_00790
160,1,138323,138958,MFLAFM_00795
161,1,139033,139950,MFLAFM_00800
162,1,140218,140748,MFLAFM_00805
163,1,140814,142418,MFLAFM_00810
164,1,142748,143512,MFLAFM_00815
165,1,143570,144076,MFLAFM_00820
166,1,144243,145556,MFLAFM_00825
167,1,145633,145728,MFLAFMFMJG_151
168,1,145781,146350,MFLAFM_00830
169,1,146837,147718,MFLAFM_00835
170,1,147829,148950,MFLAFM_00840
171,1,149226,150464,MFLAFM_00845
172,1,150464,152125,MFLAFM_00850
173,1,152285,153169,MFLAFM_00855
174,1,153291,153710,MFLAFM_00860
175,1,153966,154901,MFLAFM_00865
176,1,155191,156450,MFLAFM_00870
177,1,156516,157202,MFLAFM_00875
178,1,157376,158029,MFLAFM_00880
179,1,158265,159284,MFLAFM_00885
180,1,159314,159640,MFLAFM_00890
181,1,159858,161090,MFLAFM_00895
182,1,161083,161982,MFLAFM_00900
183,1,162213,162833,MFLAFM_00905
184,1,163232,163840,MFLAFM_00910
185,1,164173,165381,MFLAFM_00915
186,1,165429,166478,MFLAFM_00920
187,1,166509,167456,MFLAFM_00925
188,1,167553,168044,MFLAFM_00930
189,1,168041,168460,MFLAFM_00935
190,1,168568,169488,MFLAFM_00940
191,1,169696,170334,MFLAFM_00945
192,1,170580,172511,MFLAFM_00950
193,1,172524,173171,MFLAFM_00955
194,1,173292,173846,MFLAFM_00960
195,1,174073,175281,MFLAFM_00965
196,1,175550,176932,MFLAFM_00970
197,1,177172,177627,MFLAFM_00975
198,1,177822,178790,MFLAFM_00980
199,1,179021,179686,MFLAFM_00985
200,1,179686,180741,MFLAFM_00990
201,1,180877,181551,MFLAFM_00995
202,1,181544,182917,MFLAFM_01000
203,1,183080,183523,MFLAFM_01005
204,1,183520,183975,MFLAFM_01010
205,1,184041,185519,MFLAFM_01015
206,1,185900,187498,MFLAFM_01020
207,1,187815,189488,MFLAFM_01025
208,1,189642,190256,MFLAFM_01030
209,1,190570,191085,MFLAFM_01035
210,1,191276,192280,MFLAFM_01040
211,1,192326,192661,MFLAFM_01045
212,1,192763,193797,MFLAFM_01050
213,1,194029,194460,MFLAFM_01055
214,1,194667,195944,MFLAFM_01060
215,1,196105,196728,MFLAFM_01065
216,1,196774,197718,MFLAFM_01070
217,1,197803,199245,MFLAFM_01075
218,1,199428,199811,MFLAFM_01080
219,1,201299,203404,MFLAFM_01085
220,1,203475,203897,MFLAFM_01090
221,1,204161,204517,MFLAFM_01095
222,1,204835,206112,MFLAFM_01100
223,1,206294,206659,MFLAFM_01105
224,1,207056,207502,MFLAFM_01110
225,1,207724,208146,MFLAFM_01115
226,1,208253,209422,MFLAFM_01120
227,1,209791,210705,MFLAFM_01125
228,1,210684,211424,MFLAFM_01130
229,1,211682,212335,MFLAFM_01135
230,1,212358,213392,MFLAFM_01140
231,1,213416,213868,MFLAFM_01145
232,1,213888,214565,MFLAFM_01150
233,1,214558,215133,MFLAFM_01155
234,1,215126,216685,MFLAFM_01160
235,1,216675,220364,MFLAFM_01165
236,1,220673,221650,MFLAFM_01170
237,1,221641,221955,MFLAFM_01175
238,1,221959,224364,MFLAFM_01180
239,1,224430,225161,MFLAFM_01185
240,1,225391,225927,MFLAFM_01190
241,1,226161,226985,MFLAFM_01195
242,1,227202,227384,MFLAFM_01200
243,1,227468,227935,MFLAFM_01205
244,1,228121,229668,MFLAFM_01210
245,1,229963,230229,MFLAFM_01215
246,1,230229,230480,MFLAFM_01220
247,1,230753,231352,MFLAFM_01225
248,1,231371,231733,MFLAFM_01230
249,1,231988,233238,MFLAFM_01235
250,1,233335,234066,MFLAFM_01240
251,1,234063,234791,MFLAFM_01245
252,1,234763,235542,MFLAFM_01250
253,1,235663,237102,MFLAFM_01255
254,1,237276,237380,MFLAFM_01260
255,1,237534,238220,MFLAFM_01265
256,1,238547,239413,MFLAFM_01270
257,1,240042,241352,MFLAFM_01275
258,1,241852,242817,MFLAFM_01280
259,1,243384,244331,MFLAFM_01285
260,1,244333,245310,MFLAFM_01290
261,1,245362,245829,MFLAFM_01295
262,1,245840,246532,MFLAFM_01300
263,1,246543,247658,MFLAFM_01305
264,1,247636,248643,MFLAFM_01310
265,1,248645,250003,MFLAFM_01315
266,1,249981,250667,MFLAFM_01320
267,1,250768,251054,MFLAFM_01325
268,1,251120,252853,MFLAFM_01330
269,1,252878,254641,MFLAFM_01335
270,1,255312,255408,MFLAFM_01340
271,1,255585,255971,MFLAFM_01345
272,1,256239,257381,MFLAFM_01350
273,1,257441,258100,MFLAFM_01355
274,1,258282,259493,MFLAFM_01360
275,1,259616,260089,MFLAFM_01365
276,1,260202,260858,MFLAFM_01370
277,1,260921,261727,MFLAFM_01375
278,1,262013,263422,MFLAFM_01380
279,1,263560,265638,MFLAFM_01385
280,1,265779,267608,MFLAFM_01390
281,1,267840,269336,MFLAFM_01395
282,1,269428,270279,MFLAFM_01400
283,1,270601,271536,MFLAFM_01405
284,1,271762,273162,MFLAFM_01410
285,1,273456,274151,MFLAFM_01415
286,1,274151,275092,MFLAFM_01420
287,1,275109,275744,MFLAFM_01425
288,1,275741,276967,MFLAFM_01430
289,1,277637,278236,MFLAFM_01435
290,1,278416,280053,MFLAFM_01440
291,1,280362,281714,MFLAFM_01445
292,1,281776,282963,MFLAFM_01450
293,1,283359,284135,MFLAFM_01455
294,1,284128,284790,MFLAFM_01460
295,1,285038,286114,MFLAFM_01465
296,1,286469,286735,MFLAFM_01470
297,1,286735,286992,MFLAFM_01475
298,1,287350,287805,MFLAFM_01480
299,1,287973,289550,MFLAFM_01485
300,1,289745,290494,MFLAFM_01490
301,1,290856,292049,MFLAFM_01495
302,1,292061,292810,MFLAFM_01500
303,1,292803,293618,MFLAFM_01505
304,1,293615,294484,MFLAFM_01510
305,1,294481,295416,MFLAFM_01515
306,1,295429,297027,MFLAFM_01520
307,1,297170,298471,MFLAFM_01525
308,1,298464,299282,MFLAFM_01530
309,1,299293,300114,MFLAFM_01535
310,1,300804,301571,MFLAFM_01540
311,1,301671,302489,MFLAFM_01545
312,1,302724,304262,MFLAFM_01550
313,1,304375,304797,MFLAFM_01555
314,1,305249,305668,MFLAFM_01560
315,1,305695,306105,MFLAFM_01565
316,1,306372,306794,MFLAFM_01570
317,1,307044,307739,MFLAFM_01575
318,1,308028,308309,MFLAFM_01580
319,1,308569,308760,MFLAFM_01585
320,1,308971,309045,MFLAFM_01590
321,1,309242,309334,MFLAFM_01595
322,1,309321,310115,MFLAFM_01600
323,1,310651,310938,MFLAFM_01605
324,1,310941,311267,MFLAFM_01610
325,1,311267,312592,MFLAFM_01615
326,1,312579,313370,MFLAFM_01620
327,1,313485,314261,MFLAFM_01625
328,1,314565,317426,MFLAFM_01630
329,1,317428,317820,MFLAFM_01635
330,1,318123,319760,MFLAFM_01640
331,1,320044,320310,MFLAFM_01645
332,1,320454,320762,MFLAFM_01650
333,1,320870,321040,MFLAFM_01655
334,1,321200,322276,MFLAFM_01660
335,1,322660,325008,MFLAFM_01665
336,1,325056,325622,MFLAFM_01670
337,1,325927,326283,MFLAFM_01675
338,1,326607,327350,MFLAFM_01680
339,1,327561,328427,MFLAFM_01685
340,1,328608,331493,MFLAFM_01690
341,1,332175,335291,MFLAFM_01695
342,1,335426,335626,MFLAFM_01700
343,1,335760,337118,MFLAFM_01705
344,1,337235,338788,MFLAFM_01710
345,1,338812,339489,MFLAFM_01715
346,1,339645,340409,MFLAFM_01720
347,1,340574,341266,MFLAFM_01725
348,1,341497,341913,MFLAFM_01730
349,1,342052,343875,MFLAFM_01735
350,1,344352,345629,MFLAFM_01740
351,1,346176,346787,MFLAFM_01745
352,1,347305,348000,MFLAFM_01750
353,1,348002,348772,MFLAFM_01755
354,1,349145,351109,MFLAFM_01760
355,1,351140,351230,MFLAFM_01765
356,1,351255,351332,MFLAFM_01770
357,1,351451,352530,MFLAFM_01775
358,1,352635,353228,MFLAFM_01780
359,1,353259,354218,MFLAFM_01785
360,1,354296,354730,MFLAFM_01790
361,1,354956,355240,MFLAFM_01795
362,1,355411,356217,MFLAFM_01800
363,1,356338,357009,MFLAFM_01805
364,1,357279,358271,MFLAFM_01810
365,1,358518,359318,MFLAFM_01815
366,1,359638,360273,MFLAFM_01820
367,1,360288,361010,MFLAFM_01825
368,1,361172,361792,MFLAFM_01830
369,1,361986,362477,MFLAFM_01835
370,1,362621,362791,MFLAFM_01840
371,1,362970,363869,MFLAFM_01845
372,1,363883,364563,MFLAFM_01850
373,1,364566,365609,MFLAFM_01855
374,1,366159,366362,MFLAFM_01860
375,1,366518,367480,MFLAFM_01865
376,1,367561,368529,MFLAFM_01870
377,1,368650,369006,MFLAFM_01875
378,1,369048,369458,MFLAFM_01880
379,1,369838,371904,MFLAFM_01885
380,1,372205,373944,MFLAFM_01890
381,1,373995,374684,MFLAFM_01895
382,1,374677,375072,MFLAFM_01900
383,1,375285,376148,MFLAFM_01905
384,1,376330,376548,MFLAFM_01910
385,1,376558,376610,MFLAFM_01915
386,1,376938,377369,MFLAFM_01920
387,1,377508,378785,MFLAFM_01925
388,1,379040,380206,MFLAFM_01930
389,1,380371,380892,MFLAFM_01935
390,1,381301,383406,MFLAFM_01940
391,1,383475,383645,MFLAFM_01945
392,1,383658,385652,MFLAFM_01950
393,1,385664,385891,MFLAFM_01955
394,1,386107,388596,MFLAFM_01960
395,1,388741,389289,MFLAFM_01965
396,1,389645,391189,MFLAFM_01970
397,1,391379,391978,MFLAFM_01975
398,1,392217,392408,MFLAFM_01980
399,1,392648,395056,MFLAFM_01985
400,1,395594,395800,MFLAFM_01990
401,1,395891,396889,MFLAFM_01995
402,1,396912,398066,MFLAFM_02000
403,1,398494,400002,MFLAFM_02005
404,1,400014,400877,MFLAFM_02010
405,1,400914,402041,MFLAFM_02015
406,1,402047,403540,MFLAFM_02020
407,1,403533,404030,MFLAFM_02025
408,1,404196,404963,MFLAFM_02030
409,1,405324,407135,MFLAFM_02035
410,1,407647,408135,MFLAFM_02040
411,1,408411,409112,MFLAFM_02045
412,1,409720,410775,MFLAFM_02050
413,1,411167,411754,MFLAFM_02055
414,1,412132,412452,MFLAFM_02060
415,1,412672,412902,MFLAFM_02065
416,1,413204,413581,MFLAFM_02070
417,1,413598,414419,MFLAFM_02075
418,1,414439,414738,MFLAFM_02080
419,1,414869,415426,MFLAFM_02085
420,1,415419,416123,MFLAFM_02090
421,1,416221,417231,MFLAFM_02095
422,1,417251,418081,MFLAFM_02100
423,1,418228,419118,MFLAFM_02105
424,1,419215,420561,MFLAFM_02110
425,1,420549,421655,MFLAFM_02115
426,1,421988,422284,MFLAFM_02120
427,1,422272,422610,MFLAFM_02125
428,1,422655,422930,MFLAFM_02130
429,1,423274,424140,MFLAFM_02135
430,1,424358,425422,MFLAFM_02140
431,1,425577,425852,MFLAFM_02145
432,1,425889,426002,MFLAFM_02150
433,1,426038,426760,MFLAFM_02155
434,1,427114,427563,MFLAFM_02160
435,1,427644,428231,MFLAFM_02165
436,1,428374,430056,MFLAFM_02170
437,1,430154,430789,MFLAFM_02175
438,1,430805,431881,MFLAFM_02180
439,1,432224,432607,MFLAFM_02185
440,1,432609,433460,MFLAFM_02190
441,1,433453,434271,MFLAFM_02195
442,1,434344,435204,MFLAFM_02200
443,1,435290,435994,MFLAFM_02205
444,1,436272,437231,MFLAFM_02210
445,1,437917,439365,MFLAFM_02215
446,1,439446,440783,MFLAFM_02220
447,1,441041,441457,MFLAFM_02225
448,1,441580,442470,MFLAFM_02230
449,1,442664,444160,MFLAFM_02235
450,1,444845,446443,MFLAFM_02240
451,1,446637,447080,MFLAFM_02245
452,1,447360,447572,MFLAFM_02250
453,1,447850,449559,MFLAFM_02255
454,1,449820,451310,MFLAFM_02260
455,1,451563,452126,MFLAFM_02265
456,1,452297,453919,MFLAFM_02270
457,1,454438,454974,MFLAFM_02275
458,1,454971,456821,MFLAFM_02280
459,1,457011,458381,MFLAFM_02285
460,1,458874,459479,MFLAFM_02290
461,1,459542,461422,MFLAFM_02295
462,1,461816,462313,MFLAFM_02300
463,1,462323,462574,MFLAFM_02305
464,1,463737,465737,MFLAFM_02310
465,1,465734,466489,MFLAFM_02315
466,1,466597,467484,MFLAFM_02320
467,1,467495,468160,MFLAFM_02325
468,1,468186,468386,MFLAFM_02330
469,1,468584,470008,MFLAFM_02335
470,1,469367,469470,MFLAFM_02340
471,1,470068,470172,MFLAFM_02345
472,1,470291,470746,MFLAFM_02350
473,1,470991,471752,MFLAFM_02355
474,1,471868,474501,MFLAFM_02360
475,1,474851,475555,MFLAFM_02365
476,1,475654,476595,MFLAFM_02370
477,1,476612,478042,MFLAFM_02375
478,1,478133,479143,MFLAFM_02380
479,1,479176,480411,MFLAFM_02385
480,1,480758,481207,MFLAFM_02390
481,1,481574,483103,MFLAFM_02395
482,1,483527,484054,MFLAFM_02400
483,1,484312,484770,MFLAFM_02405
484,1,485010,486884,MFLAFM_02410
485,1,486960,488912,MFLAFM_02415
486,1,488926,489864,MFLAFM_02420
487,1,489976,492957,MFLAFM_02425
488,1,493168,495027,MFLAFM_02430
489,1,495292,495852,MFLAFM_02435
490,1,496021,497928,MFLAFM_02440
491,1,498169,499527,MFLAFM_02445
492,1,499520,501028,MFLAFM_02450
493,1,501046,503436,MFLAFM_02455
494,1,503426,504385,MFLAFM_02460
495,1,504363,505934,MFLAFM_02465
496,1,505921,507474,MFLAFM_02470
497,1,507485,508696,MFLAFM_02475
498,1,508826,515641,MFLAFM_02480
499,1,516185,516877,MFLAFM_02485
500,1,517143,517571,MFLAFM_02490
501,1,517558,517860,MFLAFM_02495
502,1,518014,518373,MFLAFM_02500
503,1,518458,519069,MFLAFM_02505
504,1,519148,519624,MFLAFM_02510
505,1,519627,520127,MFLAFM_02515
506,1,520362,521129,MFLAFM_02520
507,1,521126,521818,MFLAFM_02525
508,1,521835,522497,MFLAFM_02530
509,1,522956,523345,MFLAFMFMJG_147
510,1,523346,523906,MFLAFM_02535
511,1,523904,523978,MFLAFMFMJG_149
512,1,524070,525308,MFLAFM_02540
513,1,525272,525577,MFLAFM_02545
514,1,525574,526446,MFLAFM_02550
515,1,526433,527485,MFLAFM_02555
516,1,527598,527842,MFLAFM_02560
517,1,527727,527792,MFLAFM_02565
518,1,527820,529865,MFLAFM_02570
519,1,530955,531587,MFLAFM_02575
520,1,531584,532342,MFLAFM_02580
521,1,532339,533043,MFLAFM_02585
522,1,533036,533614,MFLAFM_02590
523,1,533611,534189,MFLAFM_02595
524,1,534158,535171,MFLAFM_02600
525,1,535187,536437,MFLAFM_02605
526,1,536430,537044,MFLAFM_02610
527,1,537062,537880,MFLAFM_02615
528,1,538184,539308,MFLAFM_02620
529,1,539426,539923,MFLAFM_02625
530,1,539970,540803,MFLAFM_02630
531,1,540800,542512,MFLAFM_02635
532,1,542565,543119,MFLAFM_02640
533,1,543148,543996,MFLAFM_02645
534,1,544375,544890,MFLAFM_02650
535,1,545043,546017,MFLAFM_02655
536,1,546258,547214,MFLAFM_02660
537,1,547366,548004,MFLAFM_02665
538,1,548123,548890,MFLAFM_02670
539,1,548880,549218,MFLAFM_02675
540,1,549385,549849,MFLAFM_02680
541,1,550087,551505,MFLAFM_02685
542,1,551919,552827,MFLAFM_02690
543,1,553049,553624,MFLAFM_02695
544,1,553786,554802,MFLAFM_02700
545,1,555045,555839,MFLAFM_02705
546,1,555973,556485,MFLAFM_02710
547,1,556768,557526,MFLAFM_02715
548,1,557516,559396,MFLAFM_02720
549,1,559488,559679,MFLAFM_02725
550,1,560071,560271,MFLAFM_02730
551,1,560389,560958,MFLAFM_02735
552,1,561218,561613,MFLAFM_02740
553,1,561681,562034,MFLAFM_02745
554,1,562485,563324,MFLAFM_02750
555,1,563367,564086,MFLAFM_02755
556,1,564086,565963,MFLAFM_02760
557,1,566030,567409,MFLAFM_02765
558,1,567566,567913,MFLAFM_02770
559,1,568040,568177,MFLAFM_02775
560,1,568178,568907,MFLAFMFMJG_2664
561,1,568908,570269,MFLAFM_02780
562,1,570281,570546,MFLAFMFMJG_2665
563,1,570547,571680,MFLAFM_02785
564,1,572070,572306,MFLAFM_02790
565,1,572303,573415,MFLAFM_02795
566,1,573425,575359,MFLAFM_02800
567,1,575396,578065,MFLAFM_02805
568,1,578153,578965,MFLAFM_02810
569,1,579291,580805,MFLAFM_02815
570,1,580878,581094,MFLAFMFMJG_153
571,1,581184,582470,MFLAFM_02820
572,1,583121,583816,MFLAFM_02825
573,1,583813,584142,MFLAFM_02830
574,1,584347,584445,MFLAFMFMJG_152
575,1,584505,585473,MFLAFM_02835
576,1,585781,586704,MFLAFM_02840
577,1,586719,588686,MFLAFM_02845
578,1,588683,589129,MFLAFM_02850
579,1,589161,590561,MFLAFM_02855
580,1,590839,592122,MFLAFM_02860
581,1,592551,592625,MFLAFM_02865
582,1,592633,592705,MFLAFM_02870
583,1,593325,594026,MFLAFM_02875
584,1,594039,595865,MFLAFM_02880
585,1,595858,597192,MFLAFM_02885
586,1,597193,597981,MFLAFM_02890
587,1,598370,599170,MFLAFM_02895
588,1,599397,601715,MFLAFM_02900
589,1,602083,602562,MFLAFM_02905
590,1,603104,604849,MFLAFM_02910
591,1,605287,605501,MFLAFM_02915
592,1,605607,605675,MFLAFM_02920
593,1,605793,606548,MFLAFM_02925
594,1,606548,606808,MFLAFM_02930
595,1,606945,608009,MFLAFM_02935
596,1,608040,609374,MFLAFM_02940
597,1,609393,610586,MFLAFM_02945
598,1,611253,612239,MFLAFM_02950
599,1,612800,613096,MFLAFM_02955
600,1,613304,613906,MFLAFM_02960
601,1,614173,617325,MFLAFM_02965
602,1,617382,617864,MFLAFM_02970
603,1,618070,619056,MFLAFM_02975
604,1,619277,620047,MFLAFM_02980
605,1,620066,620869,MFLAFM_02985
606,1,620937,621704,MFLAFM_02990
607,1,621772,622539,MFLAFM_02995
608,1,622606,623373,MFLAFM_03000
609,1,623470,625707,MFLAFM_03005
610,1,625858,627036,MFLAFM_03010
611,1,627038,628426,MFLAFM_03015
612,1,628910,630577,MFLAFM_03020
613,1,630896,632671,MFLAFM_03025
614,1,632845,633717,MFLAFM_03030
615,1,633899,635227,MFLAFM_03035
616,1,635417,635890,MFLAFM_03040
617,1,636152,637744,MFLAFM_03045
618,1,638073,639425,MFLAFM_03050
619,1,639846,640598,MFLAFM_03055
620,1,640967,641965,MFLAFM_03060
621,1,641962,642957,MFLAFM_03065
622,1,642973,643965,MFLAFM_03070
623,1,644196,645176,MFLAFM_03075
624,1,645173,646183,MFLAFM_03080
625,1,646204,647958,MFLAFM_03085
626,1,648035,649207,MFLAFM_03090
627,1,649197,650933,MFLAFM_03095
628,1,650914,652692,MFLAFM_03100
629,1,652664,653443,MFLAFM_03105
630,1,653443,654645,MFLAFM_03110
631,1,654649,655413,MFLAFM_03115
632,1,655609,656235,MFLAFM_03120
633,1,656447,657223,MFLAFM_03125
634,1,657568,658539,MFLAFM_03130
635,1,658502,659194,MFLAFM_03135
636,1,659404,660570,MFLAFM_03140
637,1,660551,661789,MFLAFM_03145
638,1,661779,663209,MFLAFM_03150
639,1,663477,664076,MFLAFM_03155
640,1,664443,665168,MFLAFM_03160
641,1,665359,666099,MFLAFM_03165
642,1,666350,667057,MFLAFM_03170
643,1,667058,668416,MFLAFM_03175
644,1,668497,669159,MFLAFM_03180
645,1,669187,670365,MFLAFM_03185
646,1,670494,671309,MFLAFM_03190
647,1,671306,672106,MFLAFM_03195
648,1,672108,672881,MFLAFM_03200
649,1,673076,674032,MFLAFM_03205
650,1,674261,675805,MFLAFM_03210
651,1,675856,677391,MFLAFM_03215
652,1,677539,678315,MFLAFM_03220
653,1,678321,679496,MFLAFM_03225
654,1,679881,682490,MFLAFM_03230
655,1,682833,683501,MFLAFM_03235
656,1,683517,684203,MFLAFM_03240
657,1,684206,684970,MFLAFM_03245
658,1,684990,686813,MFLAFM_03250
659,1,686803,687831,MFLAFM_03255
660,1,687844,688953,MFLAFM_03260
661,1,688957,690081,MFLAFM_03265
662,1,690084,690710,MFLAFM_03270
663,1,690715,691824,MFLAFM_03275
664,1,691838,693004,MFLAFM_03280
665,1,692997,694202,MFLAFM_03285
666,1,694203,695408,MFLAFM_03290
667,1,695419,695976,MFLAFM_03295
668,1,695976,696863,MFLAFM_03300
669,1,696917,698179,MFLAFM_03305
670,1,698256,699401,MFLAFM_03310
671,1,699466,699792,MFLAFM_03315
672,1,699799,700182,MFLAFM_03320
673,1,700609,702096,MFLAFM_03325
674,1,702743,703702,MFLAFM_03330
675,1,703727,704054,MFLAFM_03335
676,1,704055,704258,MFLAFM_03340
677,1,704437,704949,MFLAFM_03345
678,1,705291,706031,MFLAFM_03350
679,1,706045,707016,MFLAFM_03355
680,1,707013,707774,MFLAFM_03360
681,1,707784,708818,MFLAFM_03365
682,1,709035,709394,MFLAFM_03370
683,1,709418,710593,MFLAFM_03375
684,1,710979,711980,MFLAFM_03380
685,1,711958,712230,MFLAFM_03385
686,1,712677,719852,MFLAFM_03390
687,1,719865,720509,MFLAFM_03395
688,1,720837,721331,MFLAFM_03400
689,1,721587,722351,MFLAFM_03405
690,1,722367,723608,MFLAFM_03410
691,1,723620,724654,MFLAFM_03415
692,1,724212,724403,MFLAFM_03420
693,1,724690,725874,MFLAFM_03425
694,1,726133,727482,MFLAFM_03430
695,1,727761,728318,MFLAFM_03435
696,1,728385,730025,MFLAFM_03440
697,1,730298,732343,MFLAFM_03445
