,c,g1,g2,v
1743,3,176378,177445,MFLAFM_08600
1744,3,177459,178499,MFLAFM_08605
1745,3,178864,179178,MFLAFM_08610
1746,3,179510,180907,MFLAFM_08615
1747,3,181058,181522,MFLAFM_08620
1748,3,181512,182753,MFLAFM_08625
1749,3,182868,184175,MFLAFM_08630
1750,3,184273,185034,MFLAFM_08635
1751,3,185362,186213,MFLAFM_08640
1752,3,186447,186641,MFLAFM_08645
1753,3,186995,187816,MFLAFM_08650
1754,3,187834,188529,MFLAFM_08655
1755,3,188522,189547,MFLAFM_08660
1756,3,189636,189739,MFLAFMFMJG_164
1757,3,189797,190093,MFLAFM_08665
1758,3,190086,190475,MFLAFM_08670
1759,3,190960,191226,MFLAFM_08675
1760,3,191269,192147,MFLAFM_08680
1761,3,192149,192262,MFLAFM_08685
1762,3,192326,192706,MFLAFM_08690
1763,3,192864,193220,MFLAFM_08695
1764,3,193364,193684,MFLAFM_08700
1765,3,193835,194374,MFLAFM_08705
1766,3,194457,195173,MFLAFM_08710
1767,3,195321,195743,MFLAFM_08715
1768,3,196142,196636,MFLAFM_08720
1769,3,196791,197408,MFLAFM_08725
1770,3,197481,198062,MFLAFM_08730
1771,3,198287,198523,MFLAFM_08735
1772,3,198520,198723,MFLAFM_08740
1773,3,199064,199324,MFLAFM_08745
1774,3,199353,199541,MFLAFM_08750
1775,3,199729,200298,MFLAFM_08755
1776,3,200386,200670,MFLAFM_08760
1777,3,200732,200950,MFLAFM_08765
1778,3,201442,201642,MFLAFM_08770
1779,3,201999,202685,MFLAFM_08775
1780,3,203026,203547,MFLAFM_08780
1781,3,203882,204904,MFLAFM_08785
1782,3,205257,206759,MFLAFM_08790
1783,3,206980,209949,MFLAFM_08795
1784,3,210212,210742,MFLAFM_08800
1785,3,210881,211402,MFLAFM_08805
1786,3,212000,212728,MFLAFM_08810
1787,3,213082,213405,MFLAFM_08815
1788,3,214278,214636,MFLAFM_08820
1789,3,214727,215191,MFLAFM_08825
1790,3,215213,217585,MFLAFM_08830
1791,3,217619,218359,MFLAFM_08835
1792,3,218475,218708,MFLAFM_08840
1793,3,218775,219233,MFLAFM_08845
1794,3,219572,220876,MFLAFM_08850
1795,3,221006,222523,MFLAFM_08855
1796,3,222526,223287,MFLAFM_08860
1797,3,223409,224599,MFLAFM_08865
1798,3,224738,225748,MFLAFM_08870
1799,3,225801,226814,MFLAFM_08875
1800,3,227104,227431,MFLAFM_08880
1801,3,227571,228200,MFLAFM_08885
1802,3,228631,228754,MFLAFM_08890
1803,3,228936,229805,MFLAFM_08895
1804,3,230048,230635,MFLAFM_08900
1805,3,230822,230893,MFLAFM_08905
1806,3,231199,232143,MFLAFM_08910
1807,3,232254,233249,MFLAFM_08915
1808,3,233246,234157,MFLAFM_08920
1809,3,234300,234545,MFLAFM_08925
1810,3,234351,234773,MFLAFM_08930
1811,3,234549,234786,MFLAFM_08935
1812,3,235101,236036,MFLAFM_08940
1813,3,236103,237542,MFLAFM_08945
1814,3,237550,238035,MFLAFM_08950
1815,3,238043,238882,MFLAFM_08955
1816,3,238888,239820,MFLAFM_08960
1817,3,239953,240223,MFLAFM_08965
1818,3,240484,243330,MFLAFM_08970
1819,3,243338,245323,MFLAFM_08975
1820,3,245592,245828,MFLAFM_08980
1821,3,245825,246475,MFLAFM_08985
1822,3,246649,247488,MFLAFM_08990
1823,3,247897,248889,MFLAFM_08995
1824,3,249322,251853,MFLAFM_09000
1825,3,252267,252839,MFLAFM_09005
1826,3,252900,253574,MFLAFM_09010
1827,3,253567,254649,MFLAFM_09015
1828,3,255013,255879,MFLAFM_09020
1829,3,256023,256664,MFLAFM_09025
1830,3,256829,257884,MFLAFM_09030
1831,3,258202,259272,MFLAFM_09035
1832,3,259468,260229,MFLAFM_09040
1833,3,260247,260741,MFLAFM_09045
1834,3,260755,261981,MFLAFM_09050
1835,3,262168,263292,MFLAFM_09055
1836,3,263716,264036,MFLAFM_09060
1837,3,264190,265068,MFLAFM_09065
1838,3,265188,265706,MFLAFM_09070
1839,3,265833,266756,MFLAFM_09075
1840,3,266774,267088,MFLAFM_09080
1841,3,267405,268433,MFLAFM_09085
1842,3,268552,269313,MFLAFM_09090
1843,3,269310,270266,MFLAFM_09095
1844,3,270253,271266,MFLAFM_09100
1845,3,271599,272570,MFLAFM_09105
1846,3,272688,274793,MFLAFM_09110
1847,3,274756,275154,MFLAFM_09115
1848,3,275955,276821,MFLAFM_09120
1849,3,276841,277341,MFLAFM_09125
1850,3,277682,279187,MFLAFM_09130
1851,3,279457,280374,MFLAFM_09135
1852,3,280735,280957,MFLAFM_09140
1853,3,280971,281245,MFLAFM_09145
1854,3,281253,281795,MFLAFM_09150
1855,3,281931,282142,MFLAFM_09155
1856,3,282134,283192,MFLAFM_09160
1857,3,283432,284946,MFLAFM_09165
1858,3,284939,285916,MFLAFM_09170
1859,3,286138,287919,MFLAFM_09175
1860,3,287931,289808,MFLAFM_09180
1861,3,290084,292024,MFLAFM_09185
1862,3,292498,293502,MFLAFM_09190
1863,3,293486,294196,MFLAFM_09195
1864,3,294345,294424,MFLAFM_09200
1865,3,294556,295164,MFLAFM_09205
1866,3,295164,296315,MFLAFM_09210
1867,3,296299,296892,MFLAFM_09215
1868,3,297243,297911,MFLAFM_09220
1869,3,297913,298332,MFLAFM_09225
1870,3,298336,299049,MFLAFM_09230
1871,3,299148,299732,MFLAFM_09235
1872,3,300012,300452,MFLAFM_09240
1873,3,300795,301268,MFLAFM_09245
1874,3,301243,301929,MFLAFM_09250
1875,3,301929,302984,MFLAFM_09255
1876,3,303056,304039,MFLAFM_09260
1877,3,304171,305010,MFLAFM_09265
1878,3,305232,306581,MFLAFM_09270
1879,3,306802,307983,MFLAFM_09275
1880,3,308291,310249,MFLAFM_09280
1881,3,310255,311175,MFLAFM_09285
1882,3,311172,311936,MFLAFM_09290
1883,3,312186,312668,MFLAFM_09295
1884,3,312842,313306,MFLAFM_09300
1885,3,313587,314753,MFLAFM_09305
1886,3,314962,315384,MFLAFM_09310
1887,3,315556,316173,MFLAFM_09315
1888,3,316170,316454,MFLAFM_09320
1889,3,316609,317982,MFLAFM_09325
1890,3,318068,319621,MFLAFM_09330
1891,3,319904,320191,MFLAFM_09335
1892,3,320226,321134,MFLAFM_09340
1893,3,321237,322163,MFLAFM_09345
1894,3,322390,322833,MFLAFM_09350
1895,3,322960,324633,MFLAFM_09355
1896,3,324630,326261,MFLAFM_09360
1897,3,326480,327355,MFLAFM_09365
1898,3,327527,328210,MFLAFM_09370
1899,3,328213,328671,MFLAFM_09375
1900,3,328673,329239,MFLAFM_09380
1901,3,329335,329877,MFLAFM_09385
1902,3,329957,330256,MFLAFM_09390
1903,3,330394,330789,MFLAFM_09395
1904,3,330856,331299,MFLAFM_09400
1905,3,331426,332115,MFLAFM_09405
1906,3,332214,332702,MFLAFM_09410
1907,3,332699,333991,MFLAFM_09415
1908,3,334051,334917,MFLAFM_09420
1909,3,335033,335677,MFLAFM_09425
1910,3,336030,336503,MFLAFM_09430
1911,3,336503,337219,MFLAFM_09435
1912,3,337409,337834,MFLAFM_09440
1913,3,337914,340064,MFLAFM_09445
1914,3,340761,341405,MFLAFM_09450
1915,3,341766,342563,MFLAFM_09455
1916,3,343151,344158,MFLAFM_09460
1917,3,344174,344791,MFLAFM_09465
1918,3,345516,347405,MFLAFM_09470
1919,3,347395,348156,MFLAFM_09475
1920,3,348300,349340,MFLAFM_09480
1921,3,349333,350007,MFLAFM_09485
1922,3,350023,350946,MFLAFM_09490
1923,3,351059,351565,MFLAFM_09495
1924,3,351774,352202,MFLAFM_09500
1925,3,352531,353574,MFLAFM_09505
1926,3,353725,354792,MFLAFM_09510
1927,3,355249,355746,MFLAFM_09515
1928,3,355862,356224,MFLAFM_09520
1929,3,356217,356801,MFLAFM_09525
1930,3,356843,357811,MFLAFM_09530
1931,3,358045,359061,MFLAFM_09535
1932,3,359058,360062,MFLAFM_09540
1933,3,360098,360895,MFLAFM_09545
1934,3,361177,362010,MFLAFM_09550
1935,3,362209,362385,MFLAFM_09555
1936,3,362535,363764,MFLAFM_09560
1937,3,364121,365848,MFLAFM_09565
1938,3,366269,367564,MFLAFM_09570
1939,3,367681,368079,MFLAFM_09575
1940,3,368142,369203,MFLAFM_09580
1941,3,369200,370303,MFLAFM_09585
1942,3,370402,371214,MFLAFM_09590
1943,3,371561,372355,MFLAFM_09595
1944,3,372416,373180,MFLAFM_09600
1945,3,373416,374168,MFLAFM_09605
1946,3,374248,374892,MFLAFM_09610
1947,3,375014,375757,MFLAFM_09615
1948,3,375751,376587,MFLAFM_09620
1949,3,376584,377513,MFLAFM_09625
1950,3,377906,378345,MFLAFM_09630
